product_id,product_name,manufacturer_code,manufacturer_name,group_id,group_name,brand_id,brand_name,cls_1,cls_2,cls_3,category,unit,spec,package,launch_time,price
29346118223869,康师傅冷泡绿茶无糖330ml,69213111,武汉顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,330ml,瓶,2020-10-20 19:01:14+08:00,3.0
86377870710137,统一茶霸茉莉花茶无糖1L,69253037,统一企业(中国)投资有限公司,1000000032,统一,1010009143.0,茶霸,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L,瓶,2020-05-31 18:02:44+08:00,4.0
33776247271379,康师傅茉莉蜜茶500ml,69323401,青岛顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2019-06-12 00:00:00+08:00,2.5
97965961279806,农夫山泉东方树叶红茶原味500ml,69211685,农夫山泉股份有限公司,1000000028,农夫山泉,1010000323.0,东方树叶,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2019-03-27 18:36:23+08:00,5.0
87216912007026,农夫山泉茶π茉莉花柠檬茶500ml,69211685,农夫山泉股份有限公司,1000000028,农夫山泉,1010000321.0,茶π,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2024-03-13 21:36:09+08:00,5.0
97654221653813,康师傅冰红茶550ml,69399937,兰州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,550ml,瓶,2019-04-13 00:00:00+08:00,2.5
29057499069286,康师傅冰绿茶柠檬味500ml*15,69225070,康师傅(沈阳)饮品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,2019-09-15 00:00:00+08:00,38.0
14621965126305,康师傅蜜桃乌龙茶500ml*15,69204599,杭州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,2019-08-26 09:45:02+08:00,35.0
67963561820326,统一绿茶茉莉味500ml*4,69253037,统一企业(中国)投资有限公司,1000000032,统一,1010000359.0,统一,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*4,瓶,2019-08-08 00:00:00+08:00,10.8
19435173951705,康师傅茉莉柚茶330ml,69213111,武汉顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,330ml,瓶,2021-09-27 18:21:25+08:00,2.0
41665923709858,今麦郎绿茶无糖500ml,69397299,今麦郎饮品股份有限公司,1000000015,今麦郎,1010000158.0,今麦郎,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2022-04-03 00:00:00+08:00,3.0
48023531962086,今麦郎青梅绿茶750ml,69397299,今麦郎饮品股份有限公司,1000000015,今麦郎,1010000158.0,今麦郎,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,750ml,瓶,2021-01-26 15:01:06+08:00,3.0
27940126734830,康师傅冰红茶热带水果味1L*12,69212943,广州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L*12,瓶,2024-09-14 00:00:00+08:00,44.8
66596301592097,康师傅浓浓柠檬红茶450ml,69225070,康师傅(沈阳)饮品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,450ml,瓶,2019-06-05 14:50:30+08:00,4.5
17021640249539,康师傅本味茶庄茉莉花茶无糖350ml,69224568,重庆顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,350ml,瓶,2019-02-22 13:26:32+08:00,
58268125103794,今麦郎茶粹暴打柠檬冰红茶1L*9,69397299,今麦郎饮品股份有限公司,1000000015,今麦郎,1010000158.0,今麦郎,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L*9,,2024-04-29 09:01:39+08:00,30.0
92525965068627,今麦郎无糖茶粹爆汁青提绿茶330ml,69397299,今麦郎饮品股份有限公司,1000000015,今麦郎,1010000158.0,今麦郎,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,330ml,瓶,2023-05-03 15:27:17+08:00,2.0
53665817347573,维他苹果茉莉绿茶500ml,4891028,VITASOY INTERTIOL HOLDINGS LTD,1000003291,维他奶,1010096027.0,维他,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2023-02-05 00:00:00+08:00,7.0
45941014167318,康师傅冰红茶热带风味混合水果味310ml*6,697387013,康师傅饮品投资(中国)有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,310ml*6,罐,2022-01-13 00:00:00+08:00,13.8
93336726725389,康师傅茉莉蜜茶500ml*15,6903252,天津顶益食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,,
51303812818373,康师傅冰红茶热带水果味500ml*15,69213179,天津顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,2019-04-13 16:20:02+08:00,35.0
88165492701972,康师傅茉莉蜜茶330ml*15,69212943,广州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,330ml*15,瓶,2020-02-26 18:35:56+08:00,19.8
70812210509811,三得利清凉绿茶低糖500ml,69417271,三得利(上海)食品有限公司,1000001061,三得利,1010003582.0,三得利,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,,2.5
89976120566387,今麦郎青柠绿茶500ml*15,69397299,今麦郎饮品股份有限公司,1000000015,今麦郎,1010000158.0,今麦郎,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,2020-06-24 08:32:01+08:00,30.0
80511997253442,香飘飘Meco蜜谷乳酸菌风味果茶百香橙橙280ml,69388888,香飘飘食品股份有限公司,1000000038,香飘飘,1010000412.0,Meco蜜谷,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,280ml,杯,2021-02-22 21:37:16+08:00,6.25
28040540083953,康师傅冰红茶柠檬味2L,69400380,郑州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,2L,瓶,2024-02-05 00:00:00+08:00,6.8
73686016610651,娃哈哈龙井茉莉花茶低糖1L,6902083,杭州娃哈哈集团有限公司,1000000094,娃哈哈,1010000877.0,娃哈哈,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L,瓶,2019-03-29 00:00:00+08:00,4.0
65701755524789,娃哈哈安化黑茶无糖茶饮料500ml,6902083,杭州娃哈哈集团有限公司,1000000094,娃哈哈,1010000877.0,娃哈哈,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2019-05-27 15:39:29+08:00,5.0
41617307338453,康师傅冰红茶1L,69224568,重庆顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L,瓶,2023-09-17 00:00:00+08:00,
49645260848746,康师傅冰红茶柠檬味1L,69224568,重庆顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L,瓶,2019-03-28 18:49:48+08:00,5.0
16615336206334,维他玄米绿茶无糖500ml,4891028,VITASOY INTERTIOL HOLDINGS LTD,1000003291,维他奶,1010096027.0,维他,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2021-05-23 21:18:57+08:00,6.0
18255929117380,今麦郎茉莉蜜茶750ml*15,69397299,今麦郎饮品股份有限公司,1000000015,今麦郎,1010000158.0,今麦郎,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,750ml*15,瓶,2020-09-05 19:12:24+08:00,36.0
77437893824898,康师傅冰红茶柠檬味310ml*24,69213111,武汉顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,310ml*24,罐,2020-10-13 14:01:00+08:00,43.2
98322175346572,康师傅茉莉柚茶1L*13,69224568,重庆顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L*13,瓶,2021-07-28 20:06:53+08:00,43.0
32681895343712,统一茉莉蜜茶500ml,69253037,统一企业(中国)投资有限公司,1000000032,统一,1010000359.0,统一,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2023-05-09 00:00:00+08:00,
85502578547377,康师傅冰红茶柠檬味310ml*20,69212943,广州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,310ml*20,罐,2021-02-16 00:00:00+08:00,39.0
06026681899900,娃哈哈冰镇水果茶果味茶饮料500ml,6902083,杭州娃哈哈集团有限公司,1000000094,娃哈哈,1010000877.0,娃哈哈,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2021-05-06 17:59:09+08:00,3.0
38981228093736,果子熟了多多柠檬茶鸭屎香风味500ml,697349720,菓子熟了(南京)食品有限公司,1000166689,果子熟了,1010260143.0,多多柠檬茶,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2023-07-03 07:54:01+08:00,6.0
26393410381228,兰芳园冻柠茶鸭屎香柠檬茶500ml*15,697077009,兰芳园食品有限公司,1000000038,香飘飘,1010000413.0,兰芳园,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,2023-05-24 09:26:13+08:00,68.0
06700887432454,康师傅纯萃零糖茉莉花茶500ml*4,697387013,康师傅饮品投资(中国)有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*4,瓶,,
15361704503663,果子熟了栀栀乌龙栀子花味500ml*15,697349720,菓子熟了(南京)食品有限公司,1000166689,果子熟了,1010187162.0,果子熟了,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,2023-03-07 15:31:12+08:00,65.0
25811275052333,果の每日茶绿茶饮料石榴味500ml*15,697039992,元气森林(北京)食品科技集团有限公司,1000000046,元气森林,1010000559.0,果の每日,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,2019-07-16 19:03:03+08:00,90.0
42817383003150,康师傅纯萃零糖云雾绿茶330ml*12,697387013,康师傅饮品投资(中国)有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,330ml*12,瓶,,
59922832717653,果子熟了无糖玫瑰红茶350ml,697349720,菓子熟了(南京)食品有限公司,1000166689,果子熟了,1010187162.0,果子熟了,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,350ml,,2025-01-13 17:56:59+08:00,5.0
15113660149933,三得利清香乌龙茶无糖原味500ml,697254966,三得利(中国)投资有限公司,1000001061,三得利,1010003582.0,三得利,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2025-02-26 10:48:18+08:00,5.0
01450683506617,康师傅劲凉冰红茶薄荷口味500ml*15,69204599,杭州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,2019-04-23 16:41:47+08:00,37.5
14274414762500,康师傅茶参厅柠檬茶250ml*6,69204599,杭州顶津食品有限公司,1000000019,康师傅,1010000194.0,茶参厅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,250ml*6,盒,2019-08-14 22:08:32+08:00,15.9
79495337433630,康师傅茉莉蜜茶500ml*15,69213179,天津顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,,35.0
13496036397111,统一茉莉花味低糖绿茶1L/瓶,69253037,统一企业(中国)投资有限公司,1000000032,统一,1010000359.0,统一,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L,瓶,2011-01-01 00:16:45+08:00,4.0
78425765832704,康师傅冰红茶310ml*12,69212943,广州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,310ml*12,罐,2022-01-27 00:00:00+08:00,25.0
01694417283380,康师傅劲凉冰红茶薄荷口味500ml,69213179,天津顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2014-06-20 00:00:00+08:00,3.0
09103892646137,统一双萃鸭屎香柠檬茶饮料1L*8,69253037,统一企业(中国)投资有限公司,1000000032,统一,1010000359.0,统一,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L*8,瓶,2022-08-02 00:00:00+08:00,28.0
59437543213480,康师傅劲凉冰绿茶250ml,69212943,广州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,250ml,盒,2025-02-25 14:28:59+08:00,1.5
62428566193392,三得利无糖乌龙茶350ml*6,697254966,三得利(中国)投资有限公司,1000001061,三得利,1010003582.0,三得利,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,350ml*6,,2024-05-31 00:00:00+08:00,19.85
03632293183087,娃哈哈普洱茶茶饮料无糖450ml,6902083,杭州娃哈哈集团有限公司,1000000094,娃哈哈,1010000877.0,娃哈哈,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,450ml,瓶,2022-03-28 12:27:39+08:00,4.0
01571148859792,统一冰红茶500ml*24,69253037,统一企业(中国)投资有限公司,1000000032,统一,1010000359.0,统一,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*24,瓶,2022-06-04 00:00:00+08:00,48.0
78615639870432,统一冰红茶315ml,69253037,统一企业(中国)投资有限公司,1000000032,统一,1010000359.0,统一,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,315ml,罐,2021-03-24 10:28:26+08:00,2.5
78440474724336,康师傅冰红茶热带风味混合水果味500ml,69204599,杭州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2018-05-07 15:50:39+08:00,3.0
91342132116900,康师傅茉莉蜜茶2L*6,69448399,康师傅(西安)饮品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,2L*6,瓶,2019-09-26 21:16:34+08:00,40.0
14026366478050,康师傅浓浓柠檬绿茶450ml,69448399,康师傅(西安)饮品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,450ml,瓶,2024-05-22 00:00:00+08:00,4.5
06060416965622,康师傅茉莉花茶无糖350ml,69213179,天津顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,350ml,瓶,2020-06-14 20:50:33+08:00,3.0
91246394577105,康师傅冰红茶柠檬味310ml*12,69224568,重庆顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,310ml*12,罐,2021-02-10 15:19:06+08:00,25.0
55609556128453,康师傅乌龙茶低糖1L,69204599,杭州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L,瓶,2020-05-13 12:05:03+08:00,4.0
14825312601408,三得利乌龙茶无糖大红袍400ml,69215815,汇源三得利(上海)饮料有限公司,1000001061,三得利,1010003582.0,三得利,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,400ml,瓶,2019-07-22 12:43:22+08:00,7.5
13158552462746,康师傅茉莉蜜茶250ml*24,69224568,重庆顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,250ml*24,盒,2018-05-15 20:31:42+08:00,29.9
90887830632741,康师傅茉莉蜜茶500ml,69224568,重庆顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2019-03-30 21:14:06+08:00,3.0
63680648892240,统一太魔性茉莉花茶250ml*24,69253037,统一企业(中国)投资有限公司,1000000032,统一,1010009144.0,太魔性,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,250ml*24,盒,2021-01-24 00:00:00+08:00,23.6
82462170402192,康师傅冰红茶柠檬味250ml*15,69224568,重庆顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,250ml*15,盒,2021-11-24 00:00:00+08:00,22.5
64175016498907,康师傅蜂蜜绿茶1L,69323949,福建顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L,瓶,2021-03-05 20:45:50+08:00,4.0
10146908100954,娃哈哈茉莉蜜茶250ml*24,6902083,杭州娃哈哈集团有限公司,1000000094,娃哈哈,1010000877.0,娃哈哈,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,250ml*24,盒,2022-04-26 16:52:53+08:00,23.0
45060229626550,康师傅低糖铁观音茶500ml,69323949,福建顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2025-02-26 19:54:11+08:00,2.8
61595703287511,康师傅茉莉蜜茶500ml,69399937,兰州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2019-03-29 00:00:00+08:00,2.5
40334739412823,农夫山泉茶π柠檬红茶250ml*12,69211685,农夫山泉股份有限公司,1000000028,农夫山泉,1010000321.0,茶π,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,250ml*12,瓶,2020-03-06 00:00:00+08:00,25.9
07301386481518,康师傅冰红茶柠檬味250ml,69213111,武汉顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,250ml,盒,2017-02-27 00:00:00+08:00,2.0
57563059681473,康师傅冰红茶柠檬味330ml,69213111,武汉顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,330ml,瓶,2020-07-22 19:10:53+08:00,2.0
50057645482278,康师傅蜂蜜绿茶330ml,69212943,广州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,330ml,瓶,2025-02-22 12:31:52+08:00,2.0
37649120248225,康师傅冰红茶热带风味混合水果味500ml*15,69212943,广州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,2019-09-09 15:22:13+08:00,52.5
31745863752981,康师傅茉莉蜜茶250ml,69212943,广州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,250ml,盒,2016-08-30 00:00:00+08:00,1.5
29235810186663,元气森林冰茶柠檬味900ml*8,697517678,元气森林(合肥)食品科技有限公司,1000000046,元气森林,1010176498.0,冰茶,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,900ml*8,瓶,2023-07-05 15:04:08+08:00,37.0
88040686349779,康师傅冰红茶柠檬味500ml*16,69204599,杭州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*16,瓶,2020-06-13 20:18:01+08:00,37.0
34250416443606,康师傅劲凉冰红茶薄荷口味1L*13,69204599,杭州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L*13,瓶,2021-04-28 18:04:06+08:00,45.0
35658969004966,维他绿茶无糖苹果味500ml,4891028,VITASOY INTERTIOL HOLDINGS LTD,1000003291,维他奶,1010096027.0,维他,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2018-09-02 15:11:40+08:00,7.0
75143942787319,维他玄米茶无糖250ml*6,4891028,VITASOY INTERTIOL HOLDINGS LTD,1000003291,维他奶,1010096027.0,维他,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,250ml*6,盒,2018-11-23 19:31:21+08:00,14.5
49347441555678,娃哈哈蜂蜜水果红茶饮品450ml,6902083,杭州娃哈哈集团有限公司,1000000094,娃哈哈,1010000877.0,娃哈哈,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,450ml,瓶,2022-05-01 18:45:09+08:00,5.0
73782320278479,康师傅绿茶低糖蜂蜜茉莉味2L*6,69224568,重庆顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,2L*6,瓶,2022-06-14 17:15:33+08:00,40.0
67876767091553,香飘飘Meco蜜谷荔枝百香果汁茶饮料400ml*15,69388888,香飘飘食品股份有限公司,1000000038,香飘飘,1010000412.0,Meco蜜谷,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,400ml*15,杯,2022-02-25 00:00:00+08:00,68.0
98135596055984,今麦郎茉莉清茶无糖750ml,69397299,今麦郎饮品股份有限公司,1000000015,今麦郎,1010000158.0,今麦郎,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,750ml,瓶,2022-05-07 00:00:00+08:00,3.5
07834778502537,香飘飘Meco蜜谷桃桃红柚果汁茶饮料450ml,69388888,香飘飘食品股份有限公司,1000000038,香飘飘,1010000412.0,Meco蜜谷,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,450ml,杯,2022-04-02 00:00:00+08:00,5.0
04266559273570,今麦郎柠檬红茶500ml,69397299,今麦郎饮品股份有限公司,1000000015,今麦郎,1010000158.0,今麦郎,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml,瓶,2022-06-25 00:00:00+08:00,3.0
34734092882587,娃哈哈桃源茶事果味茶饮料百香青柠味500ml*15,6902083,杭州娃哈哈集团有限公司,1000000094,娃哈哈,1010000877.0,娃哈哈,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,2021-09-29 17:16:31+08:00,34.95
29357336669019,康师傅青梅绿茶1L*9,69213179,天津顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L*9,瓶,2023-04-23 00:00:00+08:00,30.0
56571811617359,康师傅冰红茶热带风味混合水果味1L,69213179,天津顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1000,1L,瓶,2019-04-25 21:12:11+08:00,4.5
10607050310198,农夫山泉东方树叶桂花乌龙茶复合茶饮料335ml,69211685,农夫山泉股份有限公司,1000000028,农夫山泉,1010000323.0,东方树叶,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,335ml,瓶,2021-08-24 18:49:39+08:00,3.5
95548311859761,农夫山泉东方树叶桂花乌龙茶335ml*6,69211685,农夫山泉股份有限公司,1000000028,农夫山泉,1010000323.0,东方树叶,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,335ml*6,,2023-01-03 00:00:00+08:00,16.9
05072091086220,康师傅冰红茶柠檬味310ml*24,69212943,广州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,310ml*24,罐,2019-09-13 10:19:13+08:00,58.0
56711051378980,康师傅冰红茶柠檬味250ml*6,69204599,杭州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,250ml*6,盒,2019-03-28 11:13:58+08:00,6.9
91642993362446,康师傅冰红茶柠檬味250ml*24,69204599,杭州顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,250ml*24,盒,2019-04-08 11:05:40+08:00,25.9
19199976810434,康师傅冰红茶柠檬味500ml*15,69213179,天津顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,2013-09-27 00:00:00+08:00,35.0
85818314747586,康师傅柚子绿茶500ml*15,69213179,天津顶津食品有限公司,1000000019,康师傅,1010000195.0,康师傅,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,瓶,2022-05-31 00:00:00+08:00,35.0
13040249453532,农夫山泉东方树叶绿茶原味500ml*15,69211685,农夫山泉股份有限公司,1000000028,农夫山泉,1010000323.0,东方树叶,饮料和酒,饮料,即饮茶和奶茶,即饮茶,1,500ml*15,统一,2025-04-09 14:25:44+08:00,65.0
